uid,name,vendor_name,address,latitude,longitude,city,country,open,close,cost_per_unit,power_type,total,type,vehicle_type
REVBOLT_00013745,REVOS,REVOS,flat no 13 plot 5,28.73093065607699,77.13526591658592,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013745,REVOS,REVOS,flat no 13 plot 5,28.73093065607699,77.13526591658592,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014688,REVOS,REVOS,483 Dilshad District Center old Seemapuri Road Delhi India,28.67795475545718,77.32703346759081,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014688,REVOS,REVOS,483 Dilshad District Center old Seemapuri Road Delhi India,28.67795475545718,77.32703346759081,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012744,REVOS,REVOS,483 Dilshad District Center old Seemapuri Road Delhi India ,28.67867394508357,77.32689768075943,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012744,REVOS,REVOS,483 Dilshad District Center old Seemapuri Road Delhi India ,28.67867394508357,77.32689768075943,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012708,REVOS,REVOS,483. Dilshad District Center old Seemapuri Road Delhi India,28.67821389960944,77.3271471261978,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012708,REVOS,REVOS,483. Dilshad District Center old Seemapuri Road Delhi India,28.67821389960944,77.3271471261978,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014694,REVOS,REVOS,prem nagar near tyagraj stadium tyagraj park ,28.57913534905941,77.21570268273354,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014694,REVOS,REVOS,prem nagar near tyagraj stadium tyagraj park ,28.57913534905941,77.21570268273354,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014703,REVOS,REVOS,prem nagar near tyagraj stadium tyagraj park ,28.57914153198751,77.21572246402503,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014703,REVOS,REVOS,prem nagar near tyagraj stadium tyagraj park ,28.57914153198751,77.21572246402503,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012499,REVOS,REVOS,shop no 8 sector 3 r k puram,28.55437451871934,77.18241680413485,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012499,REVOS,REVOS,shop no 8 sector 3 r k puram,28.55437451871934,77.18241680413485,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00007810,REVOS,REVOS,D 165 Street Number 6 Sanjay Mohalla Bhajanpura,28.69846428194623,77.26441998034716,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00007810,REVOS,REVOS,D 165 Street Number 6 Sanjay Mohalla Bhajanpura,28.69846428194623,77.26441998034716,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00020108,REVOS,REVOS,A 212 Patparganj village near shyam tower delhi 91,28.61153802657773,77.29190826416016,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00020108,REVOS,REVOS,A 212 Patparganj village near shyam tower delhi 91,28.61153802657773,77.29190826416016,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00015789,REVOS,REVOS,C 116 indrapuri loni no 2,28.73287250280025,77.28714566677807,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00015789,REVOS,REVOS,C 116 indrapuri loni no 2,28.73287250280025,77.28714566677807,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_001398,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_001398,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_001411,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_001411,REVOS,REVOS,Delhi,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00007271,REVOS,REVOS,BD block 16 Shalimar bagh ,28.71222945797365,77.15539254248142,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00007271,REVOS,REVOS,BD block 16 Shalimar bagh ,28.71222945797365,77.15539254248142,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012722,REVOS,REVOS,B-4/38 ground floor sector-17 Rohini,28.74419829200304,77.12025661021471,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012722,REVOS,REVOS,B-4/38 ground floor sector-17 Rohini,28.74419829200304,77.12025661021471,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012707,REVOS,REVOS,B-4/38 Ground Floor sector 17 Rohini,28.74374970521269,77.12061200290918,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012707,REVOS,REVOS,B-4/38 Ground Floor sector 17 Rohini,28.74374970521269,77.12061200290918,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013731,REVOS,REVOS,B- 4/38 Ground Floor Rohini Sector 17 Delhi ,28.74403720076921,77.12065659463406,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013731,REVOS,REVOS,B- 4/38 Ground Floor Rohini Sector 17 Delhi ,28.74403720076921,77.12065659463406,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00015109,REVOS,REVOS,khasra no 23 7 bamnoli bus stand,28.53924878696295,77.02948294579983,Delhi,India,00:00:00,00:00:00,₹25 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00015109,REVOS,REVOS,khasra no 23 7 bamnoli bus stand,28.53924878696295,77.02948294579983,Delhi,India,00:00:00,00:00:00,₹25 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012400,REVOS,REVOS,147 bhagwan nagar near jeewan nursing home Delhi,28.5788621221589,77.25911892950535,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012400,REVOS,REVOS,147 bhagwan nagar near jeewan nursing home Delhi,28.5788621221589,77.25911892950535,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012746,REVOS,REVOS,147 bhagwan nagar near jeewan nursing home Delhi,28.57884327889822,77.25910384207964,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012746,REVOS,REVOS,147 bhagwan nagar near jeewan nursing home Delhi,28.57884327889822,77.25910384207964,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012743,REVOS,REVOS,F2  16 4 near ksk  acdmay sangam vihar Delhi,28.50187605357769,77.24694170057774,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012743,REVOS,REVOS,F2  16 4 near ksk  acdmay sangam vihar Delhi,28.50187605357769,77.24694170057774,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012740,REVOS,REVOS,F2  16 4 near ksk  acdmay sangam vihar Delhi,28.50211412336585,77.24689777940512,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012740,REVOS,REVOS,F2  16 4 near ksk  acdmay sangam vihar Delhi,28.50211412336585,77.24689777940512,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00011495,REVOS,REVOS,swami dayanand enklev burari sawroop Nagar 60ft main road,28.75765470595106,77.18222100287676,Delhi,India,00:00:00,00:00:00,₹15 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00011495,REVOS,REVOS,swami dayanand enklev burari sawroop Nagar 60ft main road,28.75765470595106,77.18222100287676,Delhi,India,00:00:00,00:00:00,₹15 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012552,REVOS,REVOS,LIC market madangir pashpa 1 near kaushik state brt road,28.5262983889155,77.2311156615615,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012552,REVOS,REVOS,LIC market madangir pashpa 1 near kaushik state brt road,28.5262983889155,77.2311156615615,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012576,REVOS,REVOS,LSC market madangir pushpa 1 near kaushik state brt road,28.52646482249349,77.23100736737251,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012576,REVOS,REVOS,LSC market madangir pushpa 1 near kaushik state brt road,28.52646482249349,77.23100736737251,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012385,REVOS,REVOS,G1/44 local supermarket Jahangir Puri delhi,28.72783274052401,77.17384245246649,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012385,REVOS,REVOS,G1/44 local supermarket Jahangir Puri delhi,28.72783274052401,77.17384245246649,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012389,REVOS,REVOS,G1/44 local supermarket Jahangir Puri delhi,28.72813586225074,77.17408988624811,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012389,REVOS,REVOS,G1/44 local supermarket Jahangir Puri delhi,28.72813586225074,77.17408988624811,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012742,REVOS,REVOS,C 5 Suoth Ganesh nagar near Bajaj Showroom,28.62414420121265,77.2849452495575,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012742,REVOS,REVOS,C 5 Suoth Ganesh nagar near Bajaj Showroom,28.62414420121265,77.2849452495575,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00011330,REVOS,REVOS,Block No 29 House no 430 Trilok Puri Delhi,28.6023258387721,77.30537999421358,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00011330,REVOS,REVOS,Block No 29 House no 430 Trilok Puri Delhi,28.6023258387721,77.30537999421358,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013817,REVOS,REVOS,A256 gali 5 Nina Davi  mandir west vinod nagar,28.62526164884877,77.2956646978855,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013817,REVOS,REVOS,A256 gali 5 Nina Davi  mandir west vinod nagar,28.62526164884877,77.2956646978855,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012381,REVOS,REVOS,"Flat No 24, Block D8, Pocket 2",28.82702415094696,77.0803577452898,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012381,REVOS,REVOS,"Flat No 24, Block D8, Pocket 2",28.82702415094696,77.0803577452898,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012404,REVOS,REVOS,"Flat No.21, Block-C8  Pocket 2",28.82784688120796,77.08040602505207,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012404,REVOS,REVOS,"Flat No.21, Block-C8  Pocket 2",28.82784688120796,77.08040602505207,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012382,REVOS,REVOS,"Flat No 21, Block A6 Pocket 2",28.82589358383425,77.08073828369379,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012382,REVOS,REVOS,"Flat No 21, Block A6 Pocket 2",28.82589358383425,77.08073828369379,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00012745,REVOS,REVOS,DDA Flat E436 Sector G2 Pocket 2 Narela,28.8270285568743,77.08117816597223,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00012745,REVOS,REVOS,DDA Flat E436 Sector G2 Pocket 2 Narela,28.8270285568743,77.08117816597223,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017025,REVOS,REVOS,shop no 3 wz 240 g block hari nagar shiv. nagar mother dairy road,28.62844823693351,77.09905575960875,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017025,REVOS,REVOS,shop no 3 wz 240 g block hari nagar shiv. nagar mother dairy road,28.62844823693351,77.09905575960875,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00007722,REVOS,REVOS,D 596 street no 9 near Laxmi dairy Bhajanpura,28.69757288989359,77.26187590509653,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00007722,REVOS,REVOS,D 596 street no 9 near Laxmi dairy Bhajanpura,28.69757288989359,77.26187590509653,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017528,REVOS,REVOS,50 51 centre side ranjeet vihar udaiy vihar nikhil vihar nilothi ext,28.6575035840492,77.06589326262475,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017528,REVOS,REVOS,50 51 centre side ranjeet vihar udaiy vihar nikhil vihar nilothi ext,28.6575035840492,77.06589326262475,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00010563,REVOS,REVOS,H/221,28.71348475755663,77.27788802236319,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00010563,REVOS,REVOS,H/221,28.71348475755663,77.27788802236319,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013743,REVOS,REVOS,Gali no 1 Bihari colony Shahdara Delhi,28.67067110124375,77.28492446243763,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013743,REVOS,REVOS,Gali no 1 Bihari colony Shahdara Delhi,28.67067110124375,77.28492446243763,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013724,REVOS,REVOS,Gali no 1 Bihari colony Shahdara Delhi,28.67014306737074,77.28523090481758,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013724,REVOS,REVOS,Gali no 1 Bihari colony Shahdara Delhi,28.67014306737074,77.28523090481758,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_005267,REVOS,REVOS,H no 92 Block B-3 Nand Nagri,28.69362638167914,77.30535719543695,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_005267,REVOS,REVOS,H no 92 Block B-3 Nand Nagri,28.69362638167914,77.30535719543695,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016343,REVOS,REVOS,sainik fsarm w13 193 b,28.50323551912904,77.21403300762177,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016343,REVOS,REVOS,sainik fsarm w13 193 b,28.50323551912904,77.21403300762177,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016342,REVOS,REVOS,A-80 RADHEY PURI NEAR NIRANKARI BHAWAN,28.6547797940818,77.29171514511108,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016342,REVOS,REVOS,A-80 RADHEY PURI NEAR NIRANKARI BHAWAN,28.6547797940818,77.29171514511108,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016319,REVOS,REVOS,A 80 RADHEY PURI IN FRANT RADHEY PURI BUS STAND,28.65479685844316,77.2917402908206,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016319,REVOS,REVOS,A 80 RADHEY PURI IN FRANT RADHEY PURI BUS STAND,28.65479685844316,77.2917402908206,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00018460,REVOS,REVOS,"phase 5 near durga departmental store, transformer wali gali aya nagar ",28.47362649911666,77.12410055100918,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00018460,REVOS,REVOS,"phase 5 near durga departmental store, transformer wali gali aya nagar ",28.47362649911666,77.12410055100918,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013203,REVOS,REVOS,Dilshad garden near cng pump tahirpur ,28.68631499312431,77.31855500489473,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013203,REVOS,REVOS,Dilshad garden near cng pump tahirpur ,28.68631499312431,77.31855500489473,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00006664,REVOS,REVOS,bc block  east shalimar bagh,28.7159638491119,77.16379188001156,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00006664,REVOS,REVOS,bc block  east shalimar bagh,28.7159638491119,77.16379188001156,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00010759,REVOS,REVOS,Hno 1441 Creative Heights Apartment Pocket GH1 Sector 29 Rohini,28.76718681401749,77.09160290658474,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00010759,REVOS,REVOS,Hno 1441 Creative Heights Apartment Pocket GH1 Sector 29 Rohini,28.76718681401749,77.09160290658474,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017645,REVOS,REVOS,8206 Roshnara road Delhi,28.67013630145984,77.20261417329311,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017645,REVOS,REVOS,8206 Roshnara road Delhi,28.67013630145984,77.20261417329311,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00010358,REVOS,REVOS,t 9 gali no 3 prem nagar 2 kirari suleman nagar,28.6978719820357,77.0539953187108,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00010358,REVOS,REVOS,t 9 gali no 3 prem nagar 2 kirari suleman nagar,28.6978719820357,77.0539953187108,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00015308,REVOS,REVOS,Mayur Vihar Phase I Ext,28.59815496609713,77.29343041777612,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00015308,REVOS,REVOS,Mayur Vihar Phase I Ext,28.59815496609713,77.29343041777612,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00015309,REVOS,REVOS,Mayur Vihar Phase 1 Ext,28.5981375981536,77.29349981993437,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00015309,REVOS,REVOS,Mayur Vihar Phase 1 Ext,28.5981375981536,77.29349981993437,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016369,REVOS,REVOS,Shivaji Marg,28.57334679120283,77.07904078066349,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016369,REVOS,REVOS,Shivaji Marg,28.57334679120283,77.07904078066349,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014399,REVOS,REVOS,Flat No 1 Pocket B1 Anmol Apartment Loknayak Puram Bakkarwala Mundka New Delhi 110041,28.66127081787832,77.00924601405859,New Delhi,India,00:00:00,00:00:00,₹11 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014399,REVOS,REVOS,Flat No 1 Pocket B1 Anmol Apartment Loknayak Puram Bakkarwala Mundka New Delhi 110041,28.66127081787832,77.00924601405859,New Delhi,India,00:00:00,00:00:00,₹11 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00013691,REVOS,REVOS,Hno. 115 krishna colony UTTAM nagar ,28.63188574717593,77.06206172704697,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00013691,REVOS,REVOS,Hno. 115 krishna colony UTTAM nagar ,28.63188574717593,77.06206172704697,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017728,REVOS,REVOS,f 87 sector 2 bawana industrial area,28.79733806869212,77.04672452062368,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017728,REVOS,REVOS,f 87 sector 2 bawana industrial area,28.79733806869212,77.04672452062368,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017801,REVOS,REVOS,B3 Main Wazirabad Road Bhajan Pura Delhi,28.70354839473396,77.26090896874666,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017801,REVOS,REVOS,B3 Main Wazirabad Road Bhajan Pura Delhi,28.70354839473396,77.26090896874666,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014427,REVOS,REVOS,gali no 12 gaurav nagar kirari near veer bazaar road,28.70082786047524,77.05595601350069,Delhi,India,00:00:00,00:00:00,₹15 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014427,REVOS,REVOS,gali no 12 gaurav nagar kirari near veer bazaar road,28.70082786047524,77.05595601350069,Delhi,India,00:00:00,00:00:00,₹15 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017691,REVOS,REVOS,shop no 1A psp4 sector 11 near BPIT college rohini delhi,28.73784323081668,77.11037434637547,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017691,REVOS,REVOS,shop no 1A psp4 sector 11 near BPIT college rohini delhi,28.73784323081668,77.11037434637547,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017295,REVOS,REVOS,90 ami Chand Khand giri nagar Kalkaji new delhi,28.54300376892817,77.26361196488142,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017295,REVOS,REVOS,90 ami Chand Khand giri nagar Kalkaji new delhi,28.54300376892817,77.26361196488142,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017328,REVOS,REVOS,90 ami Chand Khand giri nagar kalka ji ,28.54309978443887,77.26375948637724,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017328,REVOS,REVOS,90 ami Chand Khand giri nagar kalka ji ,28.54309978443887,77.26375948637724,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00015300,REVOS,REVOS,shop no 1A psp4 sector 11 near BPIT college rohini delhi ,28.73782088835248,77.11032304912806,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00015300,REVOS,REVOS,shop no 1A psp4 sector 11 near BPIT college rohini delhi ,28.73782088835248,77.11032304912806,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017444,REVOS,REVOS,khasara 155 saidulajab ignou,28.51557686171823,77.20516361296177,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017444,REVOS,REVOS,khasara 155 saidulajab ignou,28.51557686171823,77.20516361296177,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017723,REVOS,REVOS,H NO 174 POCKET 1 SECTOR 24 ROHINI ,28.72310586831891,77.08750281482935,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00017723,REVOS,REVOS,H NO 174 POCKET 1 SECTOR 24 ROHINI ,28.72310586831891,77.08750281482935,Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00014810,REVOS,REVOS,Rz 30 A  Raghubir Block Najafgarh,28.60492382992183,76.9819837063551,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00014810,REVOS,REVOS,Rz 30 A  Raghubir Block Najafgarh,28.60492382992183,76.9819837063551,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00016276,REVOS,REVOS,plot No 21 Metroplex East District centre Laxmi Nagar,28.63945369965567,77.28386700153351,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
REVBOLT_00016276,REVOS,REVOS,plot No 21 Metroplex East District centre Laxmi Nagar,28.63945369965567,77.28386700153351,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,3W
REVBOLT_00017721,REVOS,REVOS,Plot No 21Metrplex East District  centre ,28.63944487197091,77.28384722024202,New Delhi,India,00:00:00,00:00:00,₹0 per unit,AC,1.0,5A/15A Socket,2W
